,程度级别词语（中文）,负面评价词语（中文）,负面情感词语（中文）,正面评价词语（中文）,正面情感词语（中文）,主张词语（中文）
官僚,0,1,0,0,0,0
哀痛,0,0,1,0,0,0
顺利,0,0,0,1,0,0
尽善尽美,0,0,0,1,0,0
饶有兴致,0,0,0,1,0,0
聚焦,0,0,0,0,1,0
万人空巷,0,0,0,1,0,0
起疑心,0,0,1,0,0,0
目无全牛,0,0,0,1,0,0
微愠,0,0,1,0,0,0
恒量,0,0,0,1,0,0
群言堂,0,0,0,1,0,0
无比幸福,0,0,0,1,0,0
“稍,1,0,0,0,0,0
生花妙笔,0,0,0,1,0,0
不友好,0,1,0,0,0,0
放诞,0,1,0,0,0,0
懦怯,0,1,0,0,0,0
诅,0,0,1,0,0,0
耿介,0,0,0,1,0,0
温煦,0,0,0,1,0,0
恼恨,0,0,1,0,0,0
嫌,0,0,1,0,0,0
谠,0,0,0,1,0,0
伤心,0,0,1,0,0,0
准许,0,0,0,0,1,0
险要,0,1,0,0,0,0
家喻户晓,0,0,0,1,0,0
安泰,0,0,0,1,0,0
原谅,0,0,1,0,0,0
先决,0,0,0,1,0,0
对劲儿,0,0,0,1,0,0
毫无疑义,0,0,0,1,0,0
有涵养,0,0,0,1,0,0
特惠,0,0,0,1,0,0
挤挤插插,0,1,0,0,0,0
理性,0,0,0,1,0,0
无知,0,1,0,0,0,0
浑厚,0,0,0,1,0,0
清明,0,0,0,1,0,0
崇仰,0,0,0,0,1,0
同病相怜,0,0,1,0,0,0
狷介,0,0,0,1,0,0
思恋,0,0,0,0,1,0
威严,0,0,0,1,0,0
富余,0,1,0,0,0,0
清新,0,0,0,1,0,0
睦,0,0,0,1,0,0
崎岖,0,1,0,0,0,0
贵重,0,0,0,1,0,0
慊,0,0,1,0,1,0
上色,0,0,0,1,0,0
高级化,0,0,0,1,0,0
秽,0,1,0,0,0,0
不耻下问,0,0,0,1,0,0
火烧火燎,0,0,1,0,0,0
虚诈,0,1,0,0,0,0
活动,0,1,0,0,0,0
得体,0,0,0,1,0,0
中文程度级别词语,1,0,0,0,0,0
谢,0,0,0,0,1,0
拍手称快,0,0,0,0,1,0
刺打,0,0,1,0,0,0
幽,0,1,0,1,0,0
一手遮天,0,1,0,0,0,0
珠圆玉润,0,0,0,1,0,0
沾沾自喜,0,0,0,0,1,0
哀愁,0,0,1,0,0,0
奉若神明,0,0,0,0,1,0
痴愚,0,1,0,0,0,0
冒失,0,1,0,0,0,0
悲怆,0,0,1,0,0,0
圆柔,0,0,0,1,0,0
文恬武嬉,0,1,0,0,0,0
相宜,0,0,0,1,0,0
易,0,0,0,1,0,0
怯弱,0,1,0,0,0,0
富足,0,0,0,1,0,0
皇皇,0,0,1,0,0,0
清冷,0,1,0,0,0,0
反社会,0,1,0,0,0,0
难过,0,0,1,0,0,0
摩登,0,0,0,1,0,0
当之无愧,0,0,0,0,1,0
粗莽,0,1,0,0,0,0
零散,0,1,0,0,0,0
不着边际,0,1,0,0,0,0
凶蛮,0,1,0,0,0,0
关键性,0,0,0,1,0,0
逾常,1,0,0,0,0,0
不近人情,0,1,0,0,0,0
铁面无私,0,0,0,1,0,0
感谢,0,0,0,0,1,0
瞧得起,0,0,0,0,1,0
倾向,0,0,0,0,1,0
粗笨,0,1,0,0,0,0
暗地里,0,1,0,0,0,0
莽,0,1,0,0,0,0
懊恨,0,0,1,0,0,0
发,0,0,0,0,0,1
有眉目,0,0,0,1,0,0
尊崇,0,0,0,0,1,0
惺,0,0,0,1,0,0
喧,0,1,0,0,0,0
苍白,0,1,0,0,0,0
轻手轻脚,0,0,0,1,0,0
泄气,0,0,1,0,0,0
灵敏,0,0,0,1,0,0
老式,0,1,0,0,0,0
怆恻,0,0,1,0,0,0
脏兮兮,0,1,0,0,0,0
邋邋遢遢,0,1,0,0,0,0
芳,0,0,0,1,0,0
带劲,0,0,0,1,0,0
健硕,0,0,0,1,0,0
天字第一号,0,0,0,1,0,0
杀人不眨眼,0,1,0,0,0,0
贴边儿,0,0,0,1,0,0
浑,0,1,0,0,0,0
玄远,0,0,0,1,0,0
睎,0,0,0,0,1,0
艰难,0,1,0,0,0,0
不和,0,1,0,0,0,0
模棱两可,0,1,0,0,0,0
看轻,0,0,1,0,0,0
僄,0,1,0,1,0,0
冷血,0,1,0,0,0,0
没心眼儿,0,1,0,0,0,0
一身正气,0,0,0,1,0,0
直愣愣,0,1,0,0,0,0
孤僻,0,1,0,0,0,0
等不及,0,0,1,0,0,0
轻而易举,0,0,0,1,0,0
聪明,0,0,0,1,0,0
富裕,0,0,0,1,0,0
废,0,1,0,0,0,0
傲视,0,0,1,0,0,0
雅正,0,0,0,1,0,0
淫秽,0,1,0,0,0,0
入骨,1,0,0,0,0,0
原封不动,0,0,0,1,0,0
惓惓,0,0,0,1,0,0
听说,0,0,0,0,0,1
短浅,0,1,0,0,0,0
仁厚,0,0,0,1,0,0
不成器,0,1,0,0,0,0
里出外进,0,1,0,0,0,0
较比,1,0,0,0,0,0
忠心耿耿,0,0,0,1,0,0
秀异,0,0,0,1,0,0
生怕,0,0,1,0,0,0
惶,0,0,1,0,0,0
萧洒,0,0,0,1,0,0
动气,0,0,1,0,0,0
愚不可及,0,1,0,0,0,0
大而化之,0,1,0,0,0,0
谴责,0,0,1,0,0,0
有目共睹,0,0,0,1,0,0
申斥,0,0,1,0,0,0
吵人,0,1,0,0,0,0
觉得,0,0,0,0,0,1
哀哀切切,0,0,1,0,0,0
恋爱,0,0,0,0,1,0
可信,0,0,0,1,0,0
容人,0,0,0,1,0,0
详尽,0,0,0,1,0,0
黑心,0,1,0,0,0,0
逆耳,0,1,0,0,0,0
准予,0,0,0,0,1,0
翘企,0,0,0,0,1,0
冗,0,1,0,0,0,0
中听,0,0,0,1,0,0
不丁点儿,1,0,0,0,0,0
东倒西歪,0,1,0,0,0,0
昏头昏脑,0,1,0,0,0,0
知名,0,0,0,1,0,0
要言不烦,0,0,0,1,0,0
骂大街,0,0,1,0,0,0
康泰,0,0,0,1,0,0
痴心妄想,0,0,0,0,1,0
利害攸关,0,0,0,1,0,0
任意,0,0,0,1,0,0
叩首,0,0,0,0,1,0
地动山摇,0,0,0,1,0,0
整饬,0,0,0,1,0,0
顽强,0,0,0,1,0,0
透亮,0,0,0,1,0,0
瞎,0,1,0,0,0,0
艰危,0,1,0,0,0,0
强横,0,1,0,0,0,0
无伤大雅,0,1,0,0,0,0
悖晦,0,1,0,0,0,0
含羞,0,0,1,0,0,0
欢娱,0,0,0,0,1,0
金贵,0,0,0,1,0,0
可敬,0,0,0,1,0,0
有福,0,0,0,1,0,0
硬生生,0,1,0,0,0,0
粗实,0,0,0,1,0,0
糟糕,0,1,0,0,0,0
独具只眼,0,0,0,1,0,0
嘴尖,0,1,0,0,0,0
饶富,0,0,0,1,0,0
忧,0,0,1,0,0,0
负责,0,0,0,1,0,0
傥,0,1,0,1,0,0
谦和,0,0,0,1,0,0
婚外,0,1,0,0,0,0
暗黑,0,1,0,0,0,0
糜,0,1,0,0,0,0
臆,0,1,0,0,0,0
笑骂,0,0,1,0,0,0
高强,0,0,0,1,0,0
飞快,0,0,0,1,0,0
宽怀,0,0,0,1,0,0
璀璨夺目,0,0,0,1,0,0
如花似锦,0,0,0,1,0,0
呆若木鸡,0,0,1,0,0,0
微不足道,0,1,0,0,0,0
有案可稽,0,0,0,1,0,0
神秘,0,1,0,0,0,0
诘,0,0,1,0,0,0
超拔,0,0,0,1,0,0
油脂麻花,0,1,0,0,0,0
冷厉,0,1,0,0,0,0
奢侈,0,1,0,0,0,0
恩恩爱爱,0,0,0,1,0,0
不更事,0,1,0,0,0,0
阴沉,0,1,0,0,0,0
冷酷无情,0,1,0,0,0,0
安适,0,0,0,1,0,0
驰誉,0,0,0,1,0,0
发毛,0,0,1,0,0,0
优胜,0,0,0,1,0,0
澄明,0,0,0,1,0,0
热和,0,0,0,1,0,0
滑腻,0,0,0,1,0,0
地狱般,0,1,0,0,0,0
铺张浪费,0,1,0,0,0,0
不对付,0,1,0,0,0,0
赘,0,1,0,0,0,0
省心,0,0,0,1,0,0
有见识,0,0,0,1,0,0
无常,0,1,0,0,0,0
恰,0,0,0,1,0,0
坦率直言,0,0,0,1,0,0
语无伦次,0,1,0,0,0,0
向隅,0,0,1,0,0,0
不落忍,0,0,1,0,0,0
实打实,0,0,0,1,0,0
无人过问,0,1,0,0,0,0
畏惧,0,0,1,0,0,0
面无表情,0,1,0,0,0,0
干练,0,0,0,1,0,0
合口,0,0,0,1,0,0
睿哲,0,0,0,1,0,0
快捷,0,0,0,1,0,0
渺,0,1,0,0,0,0
烁,0,0,0,1,0,0
乐陶陶,0,0,0,0,1,0
胆小怕事,0,1,0,0,0,0
适,0,0,0,1,0,0
排揎,0,0,1,0,0,0
不值一文,0,1,0,0,0,0
渊深,0,0,0,1,0,0
到家,0,0,0,1,0,0
莫大,1,0,0,0,0,0
含沙射影,0,0,1,0,0,0
铁骨铮铮,0,0,0,1,0,0
满意,0,0,0,0,1,0
艰巨,0,1,0,0,0,0
悭,0,1,0,0,0,0
汹涌,0,0,0,1,0,0
轩昂,0,0,0,1,0,0
昏昧,0,1,0,0,0,0
实用,0,0,0,1,0,0
卓越超群,0,0,0,1,0,0
嗲声嗲气,0,1,0,0,0,0
臭气熏天,0,1,0,0,0,0
倾情,0,0,0,1,0,0
鸾凤和鸣,0,0,0,1,0,0
自如,0,0,0,1,0,0
忌惮,0,0,1,0,0,0
狰狞,0,1,0,0,0,0
不知疲倦,0,0,0,1,0,0
郁郁葱葱,0,0,0,1,0,0
赏罚严明,0,0,0,1,0,0
童颜鹤发,0,0,0,1,0,0
昭,0,0,0,1,0,0
面斥,0,0,1,0,0,0
瞩目,0,0,0,0,1,0
超群绝伦,0,0,0,1,0,0
饶有余韵,0,0,0,1,0,0
蜜,0,0,0,1,0,0
痛斥,0,0,1,0,0,0
表观,0,0,0,1,0,0
真实,0,0,0,1,0,0
失望,0,0,1,0,0,0
拈轻怕重,0,1,0,0,0,0
腐恶,0,1,0,0,0,0
结结实实,0,0,0,1,0,0
足月,0,0,0,1,0,0
示怒,0,0,1,0,0,0
懿,0,0,0,1,0,0
温厚,0,0,0,1,0,0
戏剧性,0,0,0,1,0,0
忭跃,0,0,0,0,1,0
芊绵,0,0,0,1,0,0
墩墩实实,0,0,0,1,0,0
熟,0,0,0,1,0,0
扭扭捏捏,0,1,0,0,0,0
玉,0,0,0,1,0,0
不合格,0,1,0,0,0,0
恣肆,0,1,0,1,0,0
怀恨,0,0,1,0,0,0
把牢,0,0,0,1,0,0
随遇而安,0,0,0,1,0,0
磕磕绊绊,0,1,0,0,0,0
啰唆,0,1,0,0,0,0
过甚,1,0,0,0,0,0
冥冥,0,1,0,0,0,0
假仁假义,0,1,0,0,0,0
春秋鼎盛,0,0,0,1,0,0
敏慧,0,0,0,1,0,0
伤怀,0,0,1,0,0,0
激进,0,0,0,1,0,0
殊,0,0,0,1,0,0
脆响,0,0,0,1,0,0
慷慨,0,0,0,1,0,0
在行,0,0,0,1,0,0
明处,0,0,0,1,0,0
妖艳,0,0,0,1,0,0
国泰民安,0,0,0,1,0,0
令人大开眼界,0,0,0,1,0,0
兔死狐悲,0,0,1,0,0,0
富丽,0,0,0,1,0,0
看淡,0,0,1,0,0,0
无纪律,0,1,0,0,0,0
鲜亮,0,0,0,1,0,0
否定,0,1,0,0,0,0
赧颜,0,0,1,0,0,0
廑,0,0,0,0,1,0
讶,0,0,1,0,0,0
求真务实,0,0,0,1,0,0
蔚,0,0,0,1,0,0
愚公移山,0,0,0,1,0,0
神工鬼斧,0,0,0,1,0,0
媚俗,0,1,0,0,0,0
噲,0,1,0,0,1,0
多有微词,0,0,1,0,0,0
感觉,0,0,0,0,0,1
急性子,0,1,0,0,0,0
妖,0,1,0,0,0,0
炙手可热,0,0,0,1,0,0
宥,0,0,1,0,0,0
微,1,0,0,0,0,0
踌躇,0,0,1,0,0,0
灼灼,0,0,0,1,0,0
令人生厌,0,1,0,0,0,0
下乘,0,1,0,0,0,0
不屈,0,0,0,1,0,0
嘻嘻哈哈,0,0,0,0,1,0
秉公,0,0,0,1,0,0
独到,0,0,0,1,0,0
透辟,0,0,0,1,0,0
来神,0,0,0,0,1,0
过意不去,0,0,1,0,0,0
科学,0,0,0,1,0,0
上,0,0,0,1,0,0
初生牛犊般,0,0,0,1,0,0
假正经,0,1,0,0,0,0
狡诈,0,1,0,0,0,0
眷恋,0,0,0,0,1,0
目中无人,0,1,0,0,0,0
美,0,0,0,1,1,0
厚道,0,0,0,1,0,0
气闷,0,1,0,0,0,0
狷,0,1,0,1,0,0
入味,0,0,0,1,0,0
大吉,0,0,0,1,0,0
清白,0,0,0,1,0,0
婉言,0,0,0,1,0,0
鑫,0,0,0,1,0,0
有趣,0,0,0,1,0,0
含混不清,0,1,0,0,0,0
困苦,0,1,0,0,0,0
大肆,0,1,0,0,0,0
真,0,0,0,1,0,0
猥,0,1,0,0,0,0
稍稍,1,0,0,0,0,0
野心勃勃,0,0,0,1,0,0
棼,0,1,0,0,0,0
穷途末路,0,1,0,0,0,0
愤懑,0,0,1,0,0,0
十二分,1,0,0,0,0,0
简明,0,0,0,1,0,0
不登大雅之堂,0,1,0,0,0,0
廪,0,1,0,0,0,0
气愤,0,0,1,0,0,0
严整,0,0,0,1,0,0
万分,1,0,0,0,0,0
忌刻,0,1,0,0,0,0
短小精悍,0,0,0,1,0,0
恶劣,0,1,0,0,0,0
凝重,0,0,0,1,0,0
花容玉貌,0,0,0,1,0,0
忠顺,0,0,0,1,0,0
腐败,0,1,0,0,0,0
煌,0,0,0,1,0,0
十全十美,0,0,0,1,0,0
抱定,0,0,0,0,0,1
已知,0,0,0,1,0,0
有种,0,0,0,1,0,0
命苦,0,1,0,0,0,0
发狠,0,0,1,0,0,0
无容置疑,0,0,0,1,0,0
奢靡,0,1,0,0,0,0
颛,0,1,0,0,0,0
秾,0,0,0,1,0,0
中意,0,0,0,0,1,0
烟雾腾腾,0,1,0,0,0,0
跌宕,0,0,0,1,0,0
好心肠,0,0,0,1,0,0
敢,0,0,0,1,1,0
俱佳,0,0,0,1,0,0
有的放矢,0,0,0,1,0,0
痴傻,0,1,0,0,0,0
不屑于,0,0,1,0,0,0
嗲,0,1,0,0,0,0
哀艳,0,0,0,1,0,0
淡漠,0,1,0,0,0,0
无害,0,0,0,1,0,0
盛,0,0,0,1,0,0
敦,0,0,0,1,0,0
深奥,0,0,0,1,0,0
杀人如麻,0,1,0,0,0,0
稳妥,0,0,0,1,0,0
谨慎,0,0,0,1,0,0
俊美,0,0,0,1,0,0
不良,0,1,0,0,0,0
娇好,0,0,0,1,0,0
喜好,0,0,0,0,1,0
绥,0,0,0,1,0,0
柔中有刚,0,0,0,1,0,0
板,0,1,1,0,0,0
凿死理儿,0,1,0,0,0,0
睬,0,0,0,0,1,0
如饮醍醐,0,0,0,1,0,0
骁悍,0,0,0,1,0,0
精粹,0,0,0,1,0,0
空前,0,0,0,1,0,0
相当,1,0,0,1,0,0
装备完善,0,0,0,1,0,0
出色,0,0,0,1,0,0
莽莽苍苍,0,1,0,0,0,0
乌灯黑火,0,1,0,0,0,0
万马奔腾,0,0,0,1,0,0
剔透,0,0,0,1,0,0
渺然,0,1,0,0,0,0
贤慧,0,0,0,1,0,0
动人,0,0,0,1,0,0
概念化,0,1,0,0,0,0
滋润,0,0,0,1,0,0
矍铄,0,0,0,1,0,0
可嘉,0,0,0,1,0,0
花心,0,1,0,0,0,0
时尚,0,0,0,1,0,0
又红又专,0,0,0,1,0,0
有朝气,0,0,0,1,0,0
香艳,0,1,0,0,0,0
单弱,0,1,0,0,0,0
缺,0,1,0,0,0,0
投诉,0,0,1,0,0,0
神通广大,0,0,0,1,0,0
沉毅,0,0,0,1,0,0
多义,0,1,0,0,0,0
生死攸关,0,0,0,1,0,0
迷离,0,1,0,0,0,0
天怒人怨,0,0,1,0,0,0
鼓舞人心,0,0,0,1,0,0
拍案而起,0,0,1,0,0,0
瑞,0,0,0,1,0,0
逼真,0,0,0,1,0,0
著名,0,0,0,1,0,0
白忙活儿,0,1,0,0,0,0
没有拖累,0,0,0,1,0,0
一清二白,0,0,0,1,0,0
绘影绘声,0,0,0,1,0,0
诚恳,0,0,0,1,0,0
纯真,0,0,0,1,0,0
累牍连篇,0,1,0,0,0,0
悬系,0,0,1,0,0,0
澄,0,0,0,1,0,0
快乐,0,0,0,0,1,0
嫌弃,0,0,1,0,0,0
踟蹰,0,0,1,0,0,0
精诚,0,0,0,1,0,0
鲁莽,0,1,0,0,0,0
囊空如洗,0,1,0,0,0,0
混浊,0,1,0,0,0,0
必备,0,0,0,1,0,0
滑爽,0,0,0,1,0,0
无用,0,1,0,0,0,0
埋汰,0,1,1,0,0,0
无能为力,0,1,0,0,0,0
丧气,0,0,1,0,0,0
残忍,0,1,0,0,0,0
合情合理,0,0,0,1,0,0
狯,0,1,0,0,0,0
22,0,0,0,0,0,1
鄙贱,0,1,1,0,0,0
藐视,0,0,1,0,0,0
挤,0,1,0,0,0,0
不善交谈,0,1,0,0,0,0
毕恭毕敬,0,0,0,1,0,0
猥贱,0,1,0,0,0,0
刻毒,0,1,0,0,0,0
一口,0,0,0,1,0,0
涩滞,0,1,0,0,0,0
挺括,0,0,0,1,0,0
真心诚意,0,0,0,1,0,0
不可挽回,0,1,0,0,0,0
狡兔三窟,0,1,0,0,0,0
不明智,0,1,0,0,0,0
含糊其辞,0,1,0,0,0,0
娴静,0,0,0,1,0,0
真诚,0,0,0,1,0,0
窄,0,1,0,0,0,0
灼,0,0,0,1,0,0
集注,0,0,0,0,1,0
无味,0,1,0,0,0,0
尤以,1,0,0,0,0,0
赞叹,0,0,0,0,1,0
捧场,0,0,0,0,1,0
没好气,0,1,0,0,0,0
唯命是从,0,0,0,1,0,0
低价,0,0,0,1,0,0
荩,0,0,0,1,0,0
金灿灿,0,0,0,1,0,0
不灵敏,0,1,0,0,0,0
忠贞,0,0,0,1,0,0
背靠背,0,1,0,0,0,0
瞀,0,1,0,0,0,0
苍郁,0,0,0,1,0,0
赞,0,0,0,0,1,0
熙,0,0,0,1,0,0
可信赖,0,0,0,1,0,0
贼,1,1,0,0,0,0
缺乏才智,0,1,0,0,0,0
over,1,0,0,0,0,0
醋意大发,0,0,0,0,1,0
愣怔,0,0,1,0,0,0
通达,0,0,0,1,0,0
钐,0,0,0,1,0,0
坚不可摧,0,0,0,1,0,0
不美观,0,1,0,0,0,0
如泣如诉,0,0,1,0,0,0
溜,0,0,0,1,0,0
凹凸不平,0,1,0,0,0,0
用功,0,0,0,1,0,0
颤巍巍,0,1,0,0,0,0
饭桶,0,1,0,0,0,0
安如磐石,0,0,0,1,0,0
苶,0,0,1,0,0,0
竟敢,0,0,0,0,1,0
清丽,0,0,0,1,0,0
盘根错节,0,1,0,0,0,0
微贱,0,1,0,0,0,0
令人高兴,0,0,0,1,0,0
斤斤计较,0,1,0,0,0,0
较,1,0,0,0,0,0
隆,0,0,0,1,0,0
细腻,0,0,0,1,0,0
坦白,0,0,0,1,0,0
不可或缺,0,0,0,1,0,0
绝对,1,0,0,0,0,0
神神秘秘,0,1,0,0,0,0
奢望,0,0,0,0,1,0
精制,0,0,0,1,0,0
婞直,0,1,0,0,0,0
腐化堕落,0,1,0,0,0,0
贞,0,0,0,1,0,0
鼎鼎大名,0,0,0,1,0,0
见识短浅,0,1,0,0,0,0
口头上,0,1,0,0,0,0
显要,0,0,0,1,0,0
明净,0,0,0,1,0,0
势成骑虎,0,0,1,0,0,0
粗鲁,0,1,0,0,0,0
鄙俗,0,1,0,0,0,0
吉星高照,0,0,0,1,0,0
无凭无据,0,1,0,0,0,0
万般,1,0,0,0,0,0
不名誉,0,1,0,0,0,0
强健,0,0,0,1,0,0
穷极潦倒,0,1,0,0,0,0
很有抱负,0,0,0,1,0,0
同等重要,0,0,0,1,0,0
入眼,0,0,0,1,0,0
闹闹嚷嚷,0,1,0,0,0,0
活便,0,0,0,1,0,0
从重,0,1,0,0,0,0
笃厚,0,0,0,1,0,0
愧悔,0,0,1,0,0,0
宠幸,0,0,0,0,1,0
揖,0,0,0,0,1,0
昂贵,0,1,0,0,0,0
不赞同,0,0,1,0,0,0
有始有终,0,0,0,1,0,0
苦口,0,1,0,0,0,0
人不为己，天诛地灭,0,1,0,0,0,0
岌岌,0,1,0,0,0,0
惋,0,0,1,0,0,0
怒气冲天,0,0,1,0,0,0
打眼,0,0,0,1,0,0
没有负担,0,0,0,1,0,0
刚,0,0,0,1,0,0
怏然,0,0,1,0,0,0
extreme / 最,1,0,0,0,0,0
宽宏,0,0,0,1,0,0
绷脸,0,0,1,0,0,0
肥美,0,0,0,1,0,0
怀念,0,0,0,0,1,0
恧,0,0,1,0,0,0
不郎不秀,0,1,0,0,0,0
谩,0,1,0,0,0,0
多多少少,1,0,0,0,0,0
血雨腥风,0,1,0,0,0,0
不文明,0,1,0,0,0,0
看上,0,0,0,0,1,0
不仁,0,1,0,0,0,0
精壮,0,0,0,1,0,0
直性,0,0,0,1,0,0
心如死灰,0,0,1,0,0,0
惭惶,0,0,1,0,0,0
虎踞龙蟠,0,1,0,0,0,0
僭,0,1,0,1,0,0
无可估量,1,0,0,0,0,0
侻,0,0,0,1,0,0
羞人答答,0,0,1,0,0,0
悸栗,0,0,1,0,0,0
大而全,0,0,0,1,0,0
不羁,0,1,0,0,0,0
俏美,0,0,0,1,0,0
低调,0,0,0,1,0,0
羞臊,0,0,1,0,0,0
覆雨翻云,0,1,0,0,0,0
困窘,0,1,1,0,0,0
特困,0,1,0,0,0,0
抱怨,0,0,1,0,0,0
俳谐,0,0,0,1,0,0
言必有中,0,0,0,1,0,0
如愿以偿,0,0,0,0,1,0
大不了,1,0,0,0,0,0
不近情理,0,1,0,0,0,0
香醇,0,0,0,1,0,0
哈,0,0,0,0,1,0
身强力壮,0,0,0,1,0,0
极端,1,0,0,0,0,0
明丽,0,0,0,1,0,0
一团漆黑,0,1,0,0,0,0
固若金汤,0,0,0,1,0,0
热心肠,0,0,0,1,0,0
拮据,0,1,0,0,0,0
巧黠,0,1,0,0,0,0
惨无人道,0,1,0,0,0,0
意意思思,0,0,1,0,0,0
老成,0,0,0,1,0,0
胜,0,0,0,1,0,0
散漫,0,1,0,0,0,0
自满,0,0,0,0,1,0
朴厚,0,0,0,1,0,0
有良心,0,0,0,1,0,0
挨边,0,0,0,1,0,0
杂牌,0,1,0,0,0,0
萧条,0,1,0,0,0,0
断然,0,0,0,1,0,0
勤勤恳恳,0,0,0,1,0,0
多变,0,1,0,0,0,0
情意恳挚,0,0,0,1,0,0
憨直,0,0,0,1,0,0
不起眼儿,0,1,0,0,0,0
冲昏头脑,0,1,0,0,0,0
过虑,0,0,1,0,0,0
要强,0,0,0,1,0,0
具有吸引力,0,0,0,1,0,0
当,0,0,0,1,0,1
睆,0,0,0,1,0,0
持之有故,0,0,0,1,0,0
幽美,0,0,0,1,0,0
超凡入圣,0,0,0,1,0,0
拘,0,1,0,0,0,0
万籁俱寂,0,0,0,1,0,0
秽恶,0,1,0,0,0,0
表扬,0,0,0,0,1,0
通明,0,0,0,1,0,0
土俗,0,1,0,0,0,0
暗中,0,1,0,0,0,0
絮,0,1,0,0,0,0
期待,0,0,0,0,1,0
虑,0,0,1,0,0,0
妙,0,0,0,1,0,0
紧紧,0,0,0,1,0,0
溷浊,0,1,0,0,0,0
厌倦,0,0,1,0,0,0
鞭辟入里,0,0,0,1,0,0
许,0,0,0,0,1,0
颇有微词,0,0,1,0,0,0
白云苍狗,0,1,0,0,0,0
称身,0,0,0,1,0,0
虚空,0,1,0,0,0,0
如临深渊,0,1,0,0,0,0
怔怔,0,0,1,0,0,0
零,0,1,0,0,0,0
泠泠,0,0,0,1,0,0
丰饶,0,0,0,1,0,0
价值千金,0,0,0,1,0,0
确实,0,0,0,1,0,0
恃才傲物,0,1,0,0,0,0
家徒四壁,0,1,0,0,0,0
拿手,0,0,0,1,0,0
既往不咎,0,0,0,1,0,0
有两下子,0,0,0,1,0,0
太随便,0,1,0,0,0,0
静态,0,0,0,1,0,0
鄙陋,0,1,0,0,0,0
珍爱,0,0,0,0,1,0
飒爽,0,0,0,1,0,0
不惜,0,0,0,0,1,0
奋勇,0,0,0,1,0,0
黩,0,1,0,0,0,0
看重,0,0,0,0,1,0
垂青,0,0,0,0,1,0
老奸巨滑,0,1,0,0,0,0
偷偷,0,1,0,0,0,0
顺当,0,0,0,1,0,0
吃力,0,1,0,0,0,0
残缺,0,1,0,0,0,0
柔美,0,0,0,1,0,0
天南地北,0,1,0,0,0,0
雅,0,0,0,1,0,0
皓,0,0,0,1,0,0
属实,0,0,0,1,0,0
烟雾弥漫,0,1,0,0,0,0
义务,0,0,0,1,0,0
稳如泰山,0,0,0,1,0,0
不怎么,1,0,0,0,0,0
像样,0,0,0,1,0,0
健全,0,0,0,1,0,0
敏锐,0,0,0,1,0,0
匀整,0,0,0,1,0,0
花插着,0,1,0,0,0,0
艮,0,0,0,1,0,0
羡,0,0,0,0,1,0
思念,0,0,0,0,1,0
喜吟吟,0,0,0,0,1,0
震怒,0,0,1,0,0,0
亭匀,0,0,0,1,0,0
中文正面情感词语,0,0,0,0,1,0
宁,0,0,0,1,0,0
心粗,0,1,0,0,0,0
悖妄,0,1,0,0,0,0
惊惶,0,0,1,0,0,0
槁木死灰,0,0,1,0,0,0
令人费解,0,1,0,0,0,0
馐,0,0,0,1,0,0
至诚,0,0,0,1,0,0
神气活现,0,1,0,0,0,0
显赫,0,0,0,1,0,0
简单明了,0,0,0,1,0,0
不好卖,0,1,0,0,0,0
齁,1,0,0,0,0,0
灾难性,0,1,0,0,0,0
同情,0,0,1,1,0,0
怨天尤人,0,0,1,0,0,0
令人毛骨悚然,0,1,0,0,0,0
正,0,0,0,1,0,0
摇摇晃晃,0,1,0,0,0,0
略,1,0,0,1,0,0
浓艳,0,0,0,1,0,0
路人皆知,0,0,0,1,0,0
欢洽,0,0,0,1,0,0
骞,0,0,1,0,0,0
戳壁脚,0,0,1,0,0,0
蚍蜉撼树,0,1,0,0,0,0
上好,0,0,0,1,0,0
仰慕,0,0,0,0,1,0
不好意思,0,0,1,0,0,0
将心比心,0,0,1,0,0,0
幽黯,0,1,0,0,0,0
柔韧,0,0,0,1,0,0
徼幸,0,0,0,1,0,0
眄,0,0,0,0,1,0
粗拙,0,1,0,0,0,0
俅,0,0,0,1,0,0
心满意足,0,0,0,0,1,0
两面光,0,1,0,0,0,0
油光,0,0,0,1,0,0
多加,1,0,0,0,0,0
自咎,0,0,1,0,0,0
斜体,0,1,0,0,0,0
没用,0,1,0,0,0,0
遴,0,1,0,0,0,0
完整,0,0,0,1,0,0
暗自,0,1,0,0,0,0
暧昧,0,1,0,0,0,0
荦荦,0,0,0,1,0,0
少不得,0,0,0,1,0,0
显,0,0,0,1,0,0
魂不附体,0,0,1,0,0,0
落落大方,0,0,0,1,0,0
枝蔓,0,1,0,0,0,0
挚爱,0,0,0,0,1,0
轻忽,0,0,1,0,0,0
破,0,1,0,0,0,0
严峻,0,1,0,0,0,0
不亢不卑,0,0,0,1,0,0
理亏,0,1,0,0,0,0
蛮,1,1,0,0,0,0
妥,0,0,0,1,0,0
均匀,0,0,0,1,0,0
有智慧,0,0,0,1,0,0
鬼鬼祟祟,0,1,0,0,0,0
经验丰富,0,0,0,1,0,0
一致,0,0,0,1,0,0
令人不安,0,1,0,0,0,0
平和,0,0,0,1,0,0
俭朴,0,0,0,1,0,0
无足轻重,0,1,0,0,0,0
应,0,0,0,0,1,0
生意盎然,0,0,0,1,0,0
非常,1,0,0,0,0,0
随风使舵,0,1,0,0,0,0
奇妙,0,0,0,1,0,0
白,0,1,0,1,0,0
